iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0211428473878,0.0180803452445,0.020573213935,0.956483899043,0.96347826087,0.958275382476,0,0,0,19.690042044
10,0.0135420747433,0.0139134149874,0.0146078314196,0.973020017406,0.972173913043,0.970792767733,0.03125,0,0.0869565217391,229.945268008
20,0.013827049365,0.0139130434783,0.0139289724293,0.972149695387,0.972173913043,0.972183588317,0,0,0,507.251536797
30,0.0139400863941,0.0139130465126,0.0139098261394,0.972149695387,0.972173913043,0.972183588317,0,0,0,751.202333875
40,0.0137076187226,0.0152905230954,0.0142967902575,0.972584856397,0.968695652174,0.970792767733,0,0,0,943.544406282
50,0.0137075718016,0.0139130434783,0.0139082058414,0.972584856397,0.972173913043,0.972183588317,0,0,0,1131.55923287
60,0.0139544161076,0.0146404743623,0.0159447467327,0.972149695387,0.968695652174,0.968011126565,0,0,0,1346.54362184
70,0.0137075718006,0.0139130434783,0.0139082079615,0.972584856397,0.972173913043,0.972183588317,0,0,0,1554.26990576
80,0.0137075718006,0.0139130434783,0.0139082096915,0.972584856397,0.972173913043,0.972183588317,0,0,0,1743.98176453
90,0.0137075718006,0.0139130434783,0.0139082314218,0.972584856397,0.972173913043,0.972183588317,0,0,0,1935.12401896
100,0.013709727612,0.0139130434784,0.0145775698018,0.972584856397,0.972173913043,0.970792767733,0,0,0,2126.15907151
110,0.0137075718016,0.0139130434805,0.0146025861095,0.972584856397,0.972173913043,0.970792767733,0,0,0,2338.17163613
120,0.013708351057,0.0139130435288,0.0139082058414,0.972584856397,0.972173913043,0.972183588317,0,0,0,2542.00578398
130,0.0137075733913,0.0139534076511,0.0139082058705,0.972584856397,0.972173913043,0.972183588317,0,0,0,2750.34108071
140,0.0137075717924,0.0145168576225,0.0139082058415,0.972584856397,0.970434782609,0.972183588317,0,0,0,2949.59514491
150,0.0137075718018,0.0139130434789,0.0139082075886,0.972584856397,0.972173913043,0.972183588317,0,0,0,3149.85569317
160,0.0137075718199,0.0139130434783,0.0139082059574,0.972584856397,0.972173913043,0.972183588317,0,0,0,3343.14681941
170,0.0137075718295,0.0139130435364,0.0139082058425,0.972584856397,0.972173913043,0.972183588317,0,0,0,3541.73035394
180,0.0137075718197,0.0139130434783,0.0139082058506,0.972584856397,0.972173913043,0.972183588317,0,0,0,3758.59821135
190,0.0137075718009,0.0139130434783,0.0139082058414,0.972584856397,0.972173913043,0.972183588317,0,0,0,3958.77608361
200,0.0137075718251,0.0139130458548,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,4161.57933594
210,0.013707576464,0.0139130442555,0.0139082100322,0.972584856397,0.972173913043,0.972183588317,0,0,0,4357.25147871
220,0.0137075719769,0.0139130459251,0.0139082237374,0.972584856397,0.972173913043,0.972183588317,0,0,0,4549.41645511
230,0.0137075742388,0.0139130434783,0.0139082064126,0.972584856397,0.972173913043,0.972183588317,0,0,0,4749.08158775
240,0.0137075718033,0.0139130434784,0.0139082058582,0.972584856397,0.972173913043,0.972183588317,0,0,0,4951.74205771
250,0.0137075718012,0.0139130434783,0.0139082058416,0.972584856397,0.972173913043,0.972183588317,0,0,0,5161.24529114
260,0.0137075718039,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,5345.74566279
270,0.0137075718332,0.0139130434783,0.0139082058416,0.972584856397,0.972173913043,0.972183588317,0,0,0,5533.64821296
280,0.013707571824,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,5727.80683636
290,0.0137075719459,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,5916.70982271
300,0.0137075718473,0.0139130434783,0.013908205844,0.972584856397,0.972173913043,0.972183588317,0,0,0,6115.43173418
310,0.0137075718165,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,6314.54688264
320,0.0137075718118,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,6509.11144825
330,0.0137075718222,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,6708.00114001
340,0.0137075718663,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,6901.66569902
350,0.0137075736733,0.0139130434783,0.0139082058417,0.972584856397,0.972173913043,0.972183588317,0,0,0,7087.34464461
360,0.0137075718038,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,7284.64144879
370,0.0137075718254,0.0139130434783,0.0139082058414,0.972584856397,0.972173913043,0.972183588317,0,0,0,7492.44827185
380,0.0137075718177,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,7704.27280381
390,0.013707571826,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,7906.52340714
400,0.0137075718914,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,8095.74246122
410,0.0137075718107,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,8295.6813998
420,0.0137075720329,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,8494.05892497
430,0.0137075718086,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,8679.13687727
440,0.0137075718176,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,8872.48959444
450,0.0137075718516,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,9063.80881637
460,0.0137075718413,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,9243.8604697
470,0.0137075719157,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,9433.85845057
480,0.0137075718847,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,9623.87715331
490,0.0137075718748,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,9820.54557564
500,0.0137075718651,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,10014.8394612
510,0.0137075719329,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,10206.0571238
520,0.0137075719122,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,10395.0705925
530,0.0137075718332,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,10593.2582195
540,0.0137075719032,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,10789.24476
550,0.0137075720793,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,10997.8027831
560,0.0137075719712,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,11202.8070011
570,0.013707571883,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,11405.3557678
580,0.0137075718761,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,11597.0563742
590,0.0137075718359,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,11792.5295889
600,0.0137075718809,0.0139130434783,0.0139082058415,0.972584856397,0.972173913043,0.972183588317,0,0,0,11983.3076894
