iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0137075718016,0.0139130434783,0.0139082058414,0.972584856397,0.972173913043,0.972183588317,0,0,0,4.084947591
10,0.00294779069461,0.0121739130435,0.0139082058414,0.993907745866,0.975652173913,0.972183588317,0.875,0.222222222222,0,44.899482542
20,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,85.809103932
30,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,126.559150404
40,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,167.001912902
50,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,207.678077688
60,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,248.323272204
70,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,288.976836966
80,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,329.624405802
90,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,370.528954476
100,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,411.449332468
110,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,451.983083847
120,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,495.371294292
130,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,538.380363441
140,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,581.699715893
150,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,625.213186187
160,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,668.618492301
170,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,711.726137016
180,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,754.879538942
190,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,797.959664909
200,0.0,0.0095652173913,0.0125170974095,1.0,0.980869565217,0.974965229485,1.0,0.47619047619,0.181818181818,840.783750661
